,year_country,year,final_total_points,semi_final,semi_draw_position,final_draw_position,country,artist_name,song_name,language,style,direct_qualifier_10,gender,main_singers,key,loudness_db,beats_per_min,energy,danceability,happiness,acousticness,instrumentalness,liveness,speechiness,backing_dancers,backing_singers,backing_instruments,instrument_10,qualified_10,final_televote_points,final_jury_points,final_televote_votes,final_jury_votes,final_place,semi_place,semi_televote_points,semi_jury_points,semi_total_points,favourite_10,host_10,lgbtqia+,normal_cluster,point_ratio
251,2016_Latvia,2016,132.0,2.0,1.0,20.0,Latvia,Justs,Heartbeat,English,Pop,0.0,Male,1,Db Major,7,115.0,55.0,68.0,52.0,3.0,0.0,9.0,7.0,0,0,0,0,1.0,63.0,69.0,13.0,14.0,15.0,8.0,68.0,64.0,132.0,0,0,0.0,1.0,0.22116324535679374389
252,2016_Poland,2016,229.0,2.0,2.0,12.0,Poland,Michal Szpak,Color of Your Life,English,Pop,0.0,Male,1,A Minor,5,83.0,67.0,49.0,25.0,9.0,0.0,8.0,3.0,0,0,4,0,1.0,222.0,7.0,35.0,4.0,8.0,6.0,131.0,20.0,151.0,0,0,1.0,0.0,0.12793542074363992172
253,2016_Switzerland,2016,,2.0,3.0,,Switzerland,Rykka,The Last of Our Kind,English,Pop,,Female,1,Db Minor,5,81.0,67.0,57.0,45.0,16.0,0.0,43.0,4.0,0,0,0,0,0.0,,,,,,18.0,3.0,25.0,28.0,0,0,,5.0,0.19842683288809735827
254,2016_Israel,2016,135.0,2.0,4.0,7.0,Israel,Hovi Star,Made of Stars,English,Ballad,0.0,Male,1,G Minor,7,70.0,41.0,43.0,36.0,62.0,0.0,12.0,3.0,2,0,0,0,1.0,11.0,124.0,3.0,25.0,14.0,7.0,20.0,127.0,147.0,0,0,1.0,0.0,0.23580276705276705277
255,2016_Belarus,2016,,2.0,5.0,,Belarus,Ivan,Help You Fly,English,Pop,,Male,1,D Minor,6,93.0,76.0,49.0,29.0,0.0,0.0,15.0,3.0,0,0,0,0,0.0,,,,,,12.0,52.0,32.0,84.0,0,0,,0.0,0.10798611111111111111
256,2016_Ireland,2016,,2.0,7.0,,Ireland,Nicky Byrne,Sunlight,English,Pop,,Male,1,G Minor,6,125.0,9.0,62.0,48.0,4.0,0.0,26.0,3.0,0,0,3,0,0.0,,,,,,15.0,31.0,15.0,46.0,0,0,,5.0,0.26095060577819198509
257,2016_North Macedonia,2016,,2.0,8.0,,North Macedonia,Kaliopi,Dona,Macedonian,Ballad,,Female,1,G Major,7,132.0,51.0,52.0,17.0,17.0,0.0,11.0,5.0,0,4,1,0,0.0,,,,,,11.0,54.0,34.0,88.0,0,0,,0.0,0.13973740621650589496
258,2016_Lithuania,2016,200.0,2.0,9.0,16.0,Lithuania,Donny Montell,I've Been Waiting for This Night,English,Ballad,0.0,Male,1,A Major,6,134.0,77.0,48.0,61.0,0.0,0.0,31.0,4.0,0,0,0,0,1.0,96.0,104.0,17.0,22.0,9.0,4.0,118.0,104.0,222.0,0,0,0.0,2.0,0.12592910234419668382
259,2016_Australia,2016,511.0,2.0,10.0,13.0,Australia,Dami Im,Sound of Silence,English,Pop,0.0,Female,1,E Minor,4,136.0,82.0,52.0,32.0,34.0,0.0,10.0,7.0,0,0,0,0,1.0,191.0,320.0,37.0,38.0,2.0,1.0,142.0,188.0,330.0,0,0,0.0,5.0,0.25276806526806526807
260,2016_Slovenia,2016,,2.0,11.0,,Slovenia,ManuElla,Blue and Red,English,Pop,,Female,1,G Major,3,145.0,81.0,51.0,22.0,9.0,0.0,35.0,4.0,1,0,0,0,0.0,,,,,,14.0,8.0,49.0,57.0,0,0,,4.0,0.11302395209580838323
261,2016_Bulgaria,2016,307.0,2.0,12.0,8.0,Bulgaria,Poli Genova,If Love Was a Crime,"English, Bulgarian",Dance,0.0,Female,1,C Major,5,110.0,83.0,61.0,52.0,2.0,0.0,22.0,3.0,0,0,0,0,1.0,180.0,127.0,34.0,23.0,4.0,5.0,122.0,98.0,220.0,0,0,0.0,2.0,0.31490384615384615385
262,2016_Denmark,2016,,2.0,13.0,,Denmark,Lighthouse X,Soldiers of Love,English,Pop,,Male,3,Ab Major,7,127.0,70.0,65.0,39.0,2.0,0.0,6.0,5.0,0,0,0,0,0.0,,,,,,17.0,24.0,10.0,34.0,0,0,,4.0,0.19868024132730015083
263,2016_Ukraine,2016,534.0,2.0,14.0,21.0,Ukraine,Jamala,1944,"English, Crimean Tatar",Pop,0.0,Female,1,Eb Major,5,120.0,51.0,81.0,47.0,60.0,1.0,24.0,6.0,0,0,0,0,1.0,323.0,211.0,40.0,24.0,1.0,2.0,152.0,135.0,287.0,0,0,0.0,5.0,0.31150234741784037559
264,2016_Norway,2016,,2.0,15.0,,Norway,Agnete,Icebreaker,English,Dance,,Female,1,Fs Minor,6,125.0,72.0,43.0,18.0,1.0,0.0,11.0,4.0,1,0,0,0,0.0,,,,,,13.0,34.0,29.0,63.0,0,0,,1.0,0.19193803708729081863
265,2016_Belgium,2016,181.0,2.0,18.0,1.0,Belgium,Laura Tesoro,What's the Pressure,English,Pop,0.0,Female,1,B Major,3,117.0,81.0,75.0,76.0,2.0,0.0,7.0,10.0,0,4,0,0,1.0,51.0,130.0,9.0,20.0,10.0,3.0,135.0,139.0,274.0,0,0,0.0,5.0,0.16814345991561181435
266,2016_Italy,2016,124.0,,,6.0,Italy,Francesca Michielin,No Degree of Separation,"Italian, English",Pop,1.0,Female,1,C Major,4,150.0,78.0,29.0,34.0,2.0,0.0,17.0,4.0,0,0,0,0,,34.0,90.0,8.0,14.0,16.0,,,,,0,0,0.0,4.0,0.27421524663677130045
267,2016_Sweden,2016,261.0,,,9.0,Sweden,Frans,If I Were Sorry,English,Pop,1.0,Male,1,A Minor,5,120.0,85.0,73.0,12.0,16.0,1.0,10.0,5.0,0,0,0,0,,139.0,122.0,29.0,17.0,5.0,,,,,0,1,0.0,5.0,0.28075333757151938970
268,2016_Germany,2016,11.0,,,10.0,Germany,JamieLee,Ghost,English,Pop,1.0,Female,1,Bb Minor,7,170.0,60.0,47.0,21.0,33.0,0.0,7.0,4.0,0,0,0,0,,10.0,1.0,2.0,1.0,26.0,,,,,0,0,1.0,1.0,0.16555217831813576494
269,2016_Spain,2016,77.0,,,19.0,Spain,Barei,Say Yay!,English,Pop,1.0,Female,1,F Minor,6,125.0,79.0,63.0,53.0,2.0,0.0,10.0,3.0,0,4,0,0,,10.0,67.0,5.0,15.0,22.0,,,,,0,0,0.0,0.0,0.15270935960591133005
270,2016_United Kingdom,2016,62.0,,,25.0,United Kingdom,Joe and Jake,You're Not Alone,English,Pop,1.0,Male,2,E Major,5,128.0,87.0,53.0,34.0,0.0,0.0,17.0,5.0,0,0,2,1,,8.0,54.0,3.0,10.0,24.0,,,,,0,0,0.0,4.0,0.21160032167269802975
271,2015_Moldova,2015,,1.0,1.0,,Moldova,Eduard Romanyuta,I Want Your Love,English,Pop,,Male,1,Ab Major,5,103.0,81.0,44.0,87.0,3.0,0.0,15.0,4.0,3,2,0,0,0.0,,,,,,11.0,,,41.0,0,0,,1.0,0.18179657794676806084
272,2015_United Kingdom,2015,5.0,,,5.0,United Kingdom,Electro Velvet,Still in Love with You,English,Pop,1.0,Mix,2,C Major,4,117.0,81.0,75.0,74.0,3.0,0.0,8.0,6.0,0,4,0,0,,12.0,4.0,2.0,6.0,24.0,,,,,0,0,0.0,2.0,0.21160032167269802975
273,2015_Belgium,2015,217.0,1.0,3.0,13.0,Belgium,Loic Nottet,Rhythm Inside,English,Pop,0.0,Male,1,G Major,5,90.0,51.0,82.0,31.0,8.0,0.0,7.0,4.0,0,5,0,0,1.0,186.0,190.0,37.0,31.0,4.0,2.0,,,149.0,0,0,0.0,0.0,0.16814345991561181435
274,2015_Finland,2015,,1.0,5.0,,Finland,Pertti Kurikan Nimipäivät,Aina Mun Pitää,Finnish,Rock,,Male,1,C Major,6,97.0,85.0,39.0,80.0,0.0,0.0,36.0,5.0,0,0,3,0,0.0,,,,,,16.0,,,13.0,0,0,,4.0,0.13773840022772559066
275,2015_Greece,2015,23.0,1.0,6.0,15.0,Greece,Maria Elena Kyriakou,One Last Breath,English,Ballad,0.0,Female,1,D Minor,7,69.0,60.0,22.0,31.0,18.0,0.0,41.0,4.0,0,0,1,0,1.0,29.0,24.0,4.0,5.0,19.0,6.0,,,81.0,0,0,0.0,0.0,0.21553453711665233591
276,2015_Estonia,2015,106.0,1.0,7.0,4.0,Estonia,Elina Born & Stig Rasta,Goodbye to Yesterday,English,Pop,0.0,Mix,2,G Minor,5,138.0,83.0,63.0,70.0,38.0,0.0,39.0,5.0,0,0,0,1,1.0,53.0,144.0,32.0,16.0,7.0,3.0,,,105.0,0,0,0.0,0.0,0.20733788395904436860
277,2015_North Macedonia,2015,,1.0,8.0,,North Macedonia,Daniel Kajmakoski,Autumn Leaves,English,Pop,,Male,1,C Major,8,120.0,64.0,60.0,40.0,63.0,0.0,9.0,3.0,0,3,0,0,0.0,,,,,,15.0,,,28.0,0,0,,1.0,0.13973740621650589496
278,2015_Hungary,2015,19.0,1.0,10.0,22.0,Hungary,Boggie,Wars for Nothing,English,Pop,0.0,Female,1,D Major,12,97.0,15.0,45.0,22.0,83.0,0.0,16.0,3.0,0,4,0,0,1.0,29.0,17.0,4.0,8.0,20.0,8.0,,,67.0,0,0,0.0,4.0,0.14981919789612097304
279,2015_Belarus,2015,,1.0,11.0,,Belarus,Uzari & Maimuna,Time,English,Pop,,Male,1,G Minor,4,130.0,84.0,56.0,51.0,10.0,0.0,27.0,4.0,0,0,1,0,0.0,,,,,,12.0,,,39.0,0,0,,1.0,0.10798611111111111111
280,2015_Russia,2015,303.0,1.0,12.0,25.0,Russia,Polina Gagarina,A Million Voices,English,Pop,0.0,Female,1,G Major,4,76.0,66.0,43.0,32.0,18.0,0.0,17.0,3.0,0,2,3,0,1.0,234.0,286.0,38.0,32.0,2.0,1.0,,,182.0,0,0,0.0,4.0,0.32356433506044905009
281,2015_Denmark,2015,,1.0,13.0,,Denmark,Anti Social Media,The Way You Are,English,Pop,,Male,1,C Major,2,125.0,78.0,58.0,84.0,9.0,0.0,24.0,3.0,0,2,3,1,0.0,,,,,,13.0,,,33.0,0,0,,5.0,0.19868024132730015083
282,2015_Romania,2015,35.0,1.0,15.0,20.0,Romania,Voltaj,De La Capăt / All Over Again,"Romanian, English",Pop,0.0,Male,1,E Major,6,98.0,56.0,57.0,16.0,49.0,0.0,13.0,3.0,0,0,4,0,1.0,21.0,69.0,12.0,4.0,15.0,5.0,,,89.0,0,0,0.0,0.0,0.16539115646258503401
283,2015_Georgia,2015,51.0,1.0,16.0,23.0,Georgia,Nina Sublatti,Warrior,English,Pop,0.0,Female,1,F Minor,4,141.0,91.0,46.0,39.0,1.0,0.0,22.0,10.0,0,0,0,0,1.0,62.0,51.0,12.0,13.0,11.0,4.0,,,98.0,0,0,1.0,3.0,0.16753472222222222222
284,2015_Lithuania,2015,30.0,2.0,1.0,7.0,Lithuania,Monika Linkyte & Vaidas Baumila,This Time,English,Pop,0.0,Mix,2,Ab Major,6,131.0,87.0,56.0,32.0,0.0,0.0,11.0,6.0,0,4,0,0,1.0,31.0,44.0,6.0,9.0,18.0,7.0,,,67.0,0,0,0.0,2.0,0.12592910234419668382
285,2015_Ireland,2015,,2.0,2.0,,Ireland,Molly Sterling,Playing with Numbers,English,Ballad,,Female,1,C Major,6,79.0,49.0,56.0,24.0,27.0,0.0,30.0,3.0,0,2,3,1,0.0,,,,,,12.0,,,35.0,0,0,,3.0,0.26095060577819198509
286,2015_Montenegro,2015,44.0,2.0,4.0,16.0,Montenegro,Knez,Adio,Montenegrin,Traditional,0.0,Male,1,Fs Minor,8,95.0,56.0,34.0,29.0,63.0,0.0,6.0,3.0,0,5,0,0,1.0,44.0,34.0,5.0,9.0,13.0,9.0,,,57.0,0,0,0.0,2.0,0.08766233766233766234
287,2014_France,2014,2.0,,,14.0,France,TWIN TWIN,Moustache,French,Dance,1.0,Male,1,Eb Minor,5,128.0,89.0,66.0,79.0,0.0,0.0,9.0,4.0,2,1,2,0,,5.0,1.0,1.0,2.0,26.0,,,,,0,0,0.0,4.0,0.19024290671565625638
288,2015_Norway,2015,102.0,2.0,6.0,9.0,Norway,Morland & Debrah Scarlett,A Monster Like Me,English,Ballad,0.0,Mix,2,Db Minor,8,147.0,31.0,31.0,17.0,46.0,0.0,10.0,3.0,0,0,0,0,1.0,163.0,37.0,10.0,24.0,8.0,4.0,,,123.0,0,0,0.0,1.0,0.19193803708729081863
289,2015_Israel,2015,97.0,2.0,9.0,3.0,Israel,Nadav Guedj,Golden Boy,English,Pop,,Male,1,Db Minor,5,115.0,83.0,72.0,70.0,18.0,0.0,7.0,6.0,3,2,0,0,1.0,77.0,102.0,31.0,17.0,9.0,3.0,,,151.0,0,0,0.0,1.0,0.23580276705276705277
290,2015_Latvia,2015,186.0,2.0,10.0,19.0,Latvia,Aminata,Love Injected,English,Pop,0.0,Female,1,G Minor,10,144.0,29.0,45.0,16.0,12.0,2.0,12.0,5.0,0,3,0,0,1.0,249.0,88.0,22.0,35.0,6.0,2.0,,,155.0,0,0,0.0,4.0,0.22116324535679374389
291,2015_Azerbaijan,2015,49.0,2.0,11.0,24.0,Azerbaijan,Elnur Huseynov,Hour of the Wolf,English,Ballad,0.0,Male,1,D Major,5,106.0,67.0,48.0,19.0,6.0,0.0,31.0,4.0,2,0,0,0,1.0,40.0,48.0,8.0,8.0,12.0,10.0,,,53.0,0,0,0.0,1.0,0.24039067422810333963
292,2015_Iceland,2015,,2.0,12.0,,Iceland,Maria Olafs,Unbroken,English,Pop,,Female,1,Ab Major,7,97.0,61.0,27.0,46.0,10.0,0.0,30.0,5.0,0,5,0,0,0.0,,,,,,15.0,,,14.0,0,0,,5.0,0.16759259259259259259
293,2015_Sweden,2015,365.0,2.0,13.0,10.0,Sweden,Mans Zelmerlow,Heroes,English,Pop,0.0,Male,1,G Major,4,124.0,79.0,48.0,37.0,7.0,0.0,5.0,4.0,0,0,0,0,1.0,353.0,272.0,38.0,37.0,1.0,1.0,,,217.0,1,0,0.0,4.0,0.28075333757151938970
294,2015_Switzerland,2015,,2.0,14.0,,Switzerland,Melanie Rene,Time to Shine,English,Pop,,Female,1,E Minor,7,140.0,67.0,60.0,45.0,1.0,0.0,14.0,4.0,0,0,4,0,0.0,,,,,,17.0,,,4.0,0,0,,0.0,0.19842683288809735827
295,2015_Cyprus,2015,11.0,2.0,15.0,11.0,Cyprus,John Karayiannis,One Thing I Should Have Done,English,Ballad,0.0,Male,1,Eb Major,8,90.0,38.0,35.0,46.0,55.0,0.0,37.0,3.0,0,0,0,0,1.0,63.0,8.0,1.0,15.0,22.0,6.0,,,87.0,0,0,0.0,2.0,0.16113245517746066593
296,2015_Slovenia,2015,39.0,2.0,16.0,1.0,Slovenia,Maraaya,Here for You,English,Pop,0.0,Female,1,E Minor,5,158.0,76.0,29.0,54.0,1.0,0.0,38.0,17.0,1,0,1,0,1.0,36.0,27.0,6.0,10.0,14.0,5.0,,,92.0,0,0,0.0,2.0,0.11302395209580838323
297,2015_Poland,2015,10.0,2.0,17.0,18.0,Poland,Monika Kuszynska,In the Name of Love,English,Ballad,0.0,Female,1,Db Major,7,82.0,64.0,34.0,13.0,15.0,0.0,18.0,4.0,0,3,1,0,1.0,2.0,47.0,10.0,1.0,23.0,8.0,,,57.0,0,0,0.0,5.0,0.12793542074363992172
298,2015_France,2015,4.0,,,2.0,France,Lisa Angell,N’oubliez pas,French,Ballad,1.0,Female,1,A Minor,6,126.0,51.0,54.0,21.0,75.0,0.0,10.0,3.0,0,0,4,0,,24.0,3.0,1.0,8.0,25.0,,,,,0,0,0.0,2.0,0.19024290671565625638
299,2015_Austria,2015,0.0,,,14.0,Austria,The Makemakes,I Am Yours,English,Ballad,1.0,Male,1,Db Major,6,83.0,50.0,52.0,25.0,31.0,0.0,10.0,3.0,0,0,2,1,,40.0,0.0,0.0,12.0,26.0,,,,,0,1,0.0,5.0,0.15319634703196347032
300,2015_Germany,2015,0.0,,,17.0,Germany,Ann Sophie,Black Smoke,English,Pop,1.0,Female,1,Db Major,4,172.0,86.0,61.0,81.0,0.0,0.0,15.0,9.0,0,4,0,0,,24.0,5.0,2.0,7.0,27.0,,,,,0,0,0.0,0.0,0.16555217831813576494
301,2015_Spain,2015,15.0,,,21.0,Spain,Edurne,Amanecer,Spanish,Ballad,1.0,Female,1,Eb Minor,4,127.0,70.0,45.0,11.0,14.0,0.0,10.0,3.0,1,0,0,0,,6.0,26.0,8.0,3.0,21.0,,,,,0,0,0.0,0.0,0.15270935960591133005
302,2015_Italy,2015,292.0,,,27.0,Italy,Il Volo,Grande amore,Italian,Ballad,1.0,Male,3,Db Major,6,142.0,60.0,46.0,15.0,6.0,0.0,15.0,3.0,0,0,0,0,,171.0,356.0,38.0,27.0,3.0,,,,,0,0,0.0,5.0,0.27421524663677130045
303,2014_Armenia,2014,174.0,1.0,1.0,7.0,Armenia,Aram MP3,Not Alone,English,Ballad,0.0,Male,1,C Minor,7,70.0,63.0,45.0,20.0,28.0,95.0,20.0,3.0,0,0,0,0,1.0,113.0,187.0,26.0,19.0,4.0,4.0,,,121.0,1,0,0.0,1.0,0.20807399723374827109
304,2014_Latvia,2014,,1.0,2.0,,Latvia,Aarzemnieki,Cake to Bake,English,Pop,,Male,2,Fs Major,7,99.0,69.0,59.0,81.0,63.0,0.0,13.0,7.0,0,0,2,1,0.0,,,,,,13.0,,,33.0,0,0,,2.0,0.22116324535679374389
305,2014_Estonia,2014,,1.0,3.0,,Estonia,Tanja,Amazing,English,Dance,,Female,1,F Minor,7,128.0,63.0,64.0,14.0,1.0,43.0,12.0,4.0,1,0,0,0,0.0,,,,,,12.0,,,36.0,0,0,,5.0,0.20733788395904436860
306,2014_Sweden,2014,218.0,1.0,4.0,13.0,Sweden,Sanna Nielsen,Undo,English,Ballad,0.0,Female,1,Fs Major,4,122.0,49.0,58.0,26.0,40.0,0.0,8.0,4.0,0,0,0,0,1.0,199.0,173.0,32.0,25.0,3.0,2.0,,,131.0,0,0,0.0,1.0,0.28075333757151938970
307,2014_Iceland,2014,58.0,1.0,5.0,4.0,Iceland,Pollaponk,No Prejudice,English,Rock,0.0,Male,3,G Major,5,108.0,93.0,71.0,76.0,11.0,0.0,26.0,9.0,0,2,1,1,1.0,59.0,38.0,9.0,9.0,15.0,8.0,,,61.0,0,0,0.0,0.0,0.16759259259259259259
308,2014_Russia,2014,89.0,1.0,7.0,15.0,Russia,Tolmachevy Sisters,Shine,English,Pop,0.0,Female,2,E Minor,5,120.0,87.0,63.0,71.0,22.0,0.0,10.0,3.0,0,0,0,0,1.0,62.0,132.0,18.0,11.0,7.0,6.0,,,63.0,0,0,1.0,3.0,0.32356433506044905009
309,2014_Azerbaijan,2014,33.0,1.0,8.0,3.0,Azerbaijan,Dilara Kazimova,Start a Fire,English,Ballad,0.0,Female,1,B Minor,7,85.0,32.0,30.0,31.0,83.0,0.0,18.0,3.0,1,0,0,0,1.0,101.0,14.0,3.0,22.0,22.0,9.0,,,57.0,0,0,0.0,0.0,0.24039067422810333963
310,2014_Ukraine,2014,113.0,1.0,9.0,1.0,Ukraine,Mariya Yaremchuk,Tick-Tock,English,Pop,0.0,Female,1,Fs Minor,4,125.0,90.0,70.0,73.0,1.0,0.0,6.0,4.0,1,0,0,0,1.0,72.0,112.0,19.0,14.0,6.0,5.0,,,118.0,0,0,0.0,1.0,0.31150234741784037559
311,2014_Belgium,2014,,1.0,10.0,,Belgium,Axel Hirsoux,Mother,English,Ballad,,Male,1,E Minor,8,87.0,33.0,31.0,25.0,86.0,0.0,10.0,3.0,1,0,0,0,0.0,,,,,,14.0,,,28.0,0,0,,5.0,0.16814345991561181435
312,2014_Netherlands,2014,238.0,1.0,14.0,24.0,Netherlands,The Common Linnets,Calm After the Storm,English,Traditional,0.0,Mix,2,Fs Major,11,116.0,37.0,71.0,43.0,52.0,23.0,11.0,3.0,0,0,3,1,1.0,,,,,2.0,1.0,,,150.0,0,0,0.0,2.0,0.19179443498012492902
313,2014_Montenegro,2014,37.0,1.0,15.0,8.0,Montenegro,Sergej cetkovic,Moj svijet,Montenegrin,Ballad,0.0,Male,1,C Minor,5,53.0,58.0,19.0,23.0,32.0,0.0,11.0,4.0,1,3,0,0,1.0,48.0,27.0,3.0,9.0,19.0,7.0,,,63.0,0,0,0.0,0.0,0.08766233766233766234
314,2014_Norway,2014,88.0,2.0,3.0,5.0,Norway,Carl Espen,Silent Storm,English,Ballad,0.0,Male,1,A Major,11,75.0,20.0,35.0,24.0,86.0,0.0,10.0,4.0,0,0,1,0,1.0,102.0,39.0,13.0,18.0,8.0,6.0,,,77.0,0,0,0.0,5.0,0.19193803708729081863
315,2014_Poland,2014,62.0,2.0,5.0,9.0,Poland,Donatan & Cleo,My Słowianie - We Are Slavic,"Polish, English",Traditional,0.0,Female,1,G Major,5,156.0,85.0,68.0,68.0,26.0,0.0,38.0,10.0,5,0,0,0,1.0,23.0,162.0,23.0,6.0,14.0,8.0,,,70.0,0,0,0.0,5.0,0.12793542074363992172
316,2014_Austria,2014,290.0,2.0,6.0,11.0,Austria,Conchita Wurst,Rise Like a Phoenix,English,Ballad,0.0,Male,1,D Minor,9,82.0,45.0,43.0,21.0,8.0,0.0,13.0,3.0,0,0,0,0,1.0,214.0,306.0,34.0,26.0,1.0,1.0,,,169.0,0,0,1.0,1.0,0.15319634703196347032
317,2014_Finland,2014,72.0,2.0,8.0,18.0,Finland,Softengine,Something Better,English,Rock,0.0,Male,1,C Major,6,146.0,88.0,56.0,37.0,0.0,0.0,25.0,6.0,0,0,4,1,1.0,114.0,36.0,7.0,19.0,11.0,3.0,,,97.0,0,0,0.0,4.0,0.13773840022772559066
318,2014_Ireland,2014,,2.0,9.0,,Ireland,CanLinn feat. Kasey Smith,Heartbeat,English,Pop,,Female,1,C Major,4,120.0,84.0,68.0,74.0,29.0,0.0,19.0,3.0,2,2,1,0,0.0,,,,,,12.0,,,35.0,0,0,,1.0,0.26095060577819198509
319,2014_Belarus,2014,43.0,2.0,10.0,2.0,Belarus,Teo,Cheesecake,English,Pop,0.0,Male,1,Db Minor,4,95.0,80.0,80.0,89.0,18.0,0.0,7.0,7.0,0,4,0,0,1.0,50.0,56.0,10.0,9.0,16.0,5.0,,,87.0,0,0,0.0,4.0,0.10798611111111111111
320,2014_North Macedonia,2014,,2.0,11.0,,North Macedonia,Tijana,To the Sky,English,Pop,,Female,1,Db Minor,5,128.0,88.0,55.0,74.0,0.0,0.0,10.0,5.0,1,3,0,0,0.0,,,,,,13.0,,,33.0,0,0,,1.0,0.13973740621650589496
321,2014_Switzerland,2014,64.0,2.0,12.0,20.0,Switzerland,Sebalter,Hunter of Stars,English,Pop,0.0,Male,1,E Minor,4,88.0,89.0,57.0,92.0,14.0,0.0,10.0,7.0,0,0,5,1,1.0,26.0,114.0,29.0,5.0,13.0,4.0,,,92.0,0,0,0.0,3.0,0.19842683288809735827
322,2014_Greece,2014,35.0,2.0,13.0,10.0,Greece,Freaky Fortune feat. RiskyKidd,Rise Up,English,Dance,0.0,Male,2,C Minor,6,128.0,82.0,67.0,65.0,4.0,0.0,39.0,6.0,0,0,1,0,1.0,45.0,41.0,11.0,11.0,20.0,7.0,,,74.0,0,0,0.0,5.0,0.21553453711665233591
323,2014_Slovenia,2014,9.0,2.0,14.0,17.0,Slovenia,Tinkara Kovac,Round and Round,"English, Slovene",Pop,0.0,Female,1,Ab Major,6,120.0,63.0,54.0,25.0,2.0,0.0,22.0,3.0,0,3,0,1,1.0,21.0,15.0,2.0,7.0,25.0,10.0,,,52.0,0,0,0.0,4.0,0.11302395209580838323
324,2014_Romania,2014,72.0,2.0,15.0,6.0,Romania,Paula Seling & Ovi,Miracle,English,Dance,0.0,Mix,2,A Major,4,135.0,87.0,55.0,35.0,2.0,0.0,18.0,4.0,0,0,0,0,1.0,51.0,103.0,16.0,9.0,12.0,2.0,,,125.0,0,0,0.0,0.0,0.16539115646258503401
325,2014_Spain,2014,74.0,,,19.0,Spain,Ruth Lorenzo,Dancing in the Rain,"English, Spanish",Ballad,1.0,Female,1,C Major,7,130.0,67.0,60.0,42.0,68.0,0.0,10.0,4.0,0,0,0,0,,83.0,29.0,7.0,21.0,10.0,,,,,0,0,0.0,2.0,0.15270935960591133005
326,2014_Denmark,2014,74.0,,,23.0,Denmark,Basim,Cliche Love Song,English,Pop,1.0,Male,1,Ab Major,4,112.0,84.0,78.0,71.0,5.0,0.0,5.0,6.0,2,3,0,0,,85.0,42.0,12.0,16.0,9.0,,,,,0,1,0.0,1.0,0.19868024132730015083
327,2013_Austria,2013,,1.0,1.0,,Austria,Natalia Kelly,Shine,English,Pop,,Female,1,B Minor,5,122.0,92.0,62.0,62.0,0.0,0.0,7.0,7.0,0,5,0,0,0.0,,,,,,14.0,,,27.0,0,0,,5.0,0.15319634703196347032
328,2013_Estonia,2013,19.0,1.0,2.0,7.0,Estonia,Birgit,Et uus saaks alguse,Estonian,Ballad,,Female,1,F Major,5,78.0,59.0,47.0,32.0,77.0,0.0,7.0,3.0,0,3,0,0,1.0,,,,,20.0,10.0,,,52.0,0,0,0.0,5.0,0.20733788395904436860
329,2013_Slovenia,2013,,1.0,3.0,,Slovenia,Hannah,Straight Into Love,English,Dance,,Female,1,D Major,5,128.0,80.0,55.0,11.0,0.0,0.0,8.0,5.0,3,0,0,0,0.0,,,,,,16.0,,,8.0,0,0,,2.0,0.11302395209580838323
330,2013_Croatia,2013,,1.0,4.0,,Croatia,Klapa s Mora,Mižerja,Croatian,Traditional,,Male,6,Fs Major,8,100.0,52.0,29.0,29.0,29.0,0.0,16.0,4.0,0,0,0,0,0.0,,,,,,13.0,,,38.0,0,0,,2.0,0.16737770193401592719
331,2013_Denmark,2013,281.0,1.0,5.0,18.0,Denmark,Emmelie de Forest,Only Teardrops,English,Pop,0.0,Female,1,C Major,10,128.0,86.0,62.0,23.0,0.0,89.0,36.0,3.0,0,3,2,0,1.0,,,,,1.0,1.0,,,167.0,1,0,0.0,5.0,0.19868024132730015083
332,2013_Ukraine,2013,214.0,1.0,7.0,22.0,Ukraine,Zlata Ognevich,Gravity,English,Pop,0.0,Female,1,C Major,4,176.0,78.0,32.0,46.0,52.0,0.0,29.0,8.0,1,4,0,0,1.0,,,,,3.0,3.0,,,140.0,0,0,0.0,2.0,0.31150234741784037559
333,2013_Netherlands,2013,114.0,1.0,8.0,13.0,Netherlands,Anouk,Birds,English,Ballad,0.0,Female,1,B Major,8,85.0,41.0,17.0,9.0,61.0,0.0,11.0,3.0,0,3,0,0,1.0,,,,,9.0,6.0,,,75.0,0,0,0.0,2.0,0.19179443498012492902
334,2013_Lithuania,2013,17.0,1.0,10.0,2.0,Lithuania,Andrius Pojavis,Something,English,Dance,0.0,Male,1,F Major,5,130.0,74.0,53.0,52.0,3.0,0.0,10.0,3.0,0,4,0,0,1.0,,,,,22.0,9.0,,,53.0,0,0,0.0,0.0,0.12592910234419668382
335,2013_Belarus,2013,48.0,1.0,11.0,8.0,Belarus,Alyona Lanskaya,Solayoh,English,Dance,0.0,Female,1,B Minor,5,95.0,91.0,81.0,60.0,2.0,0.0,28.0,5.0,2,3,0,0,1.0,,,,,16.0,7.0,,,64.0,0,0,0.0,2.0,0.10798611111111111111
336,2013_Moldova,2013,71.0,1.0,12.0,3.0,Moldova,Aliona Moon,O mie,Romanian,Ballad,0.0,Female,1,D Minor,3,128.0,72.0,62.0,31.0,56.0,0.0,18.0,3.0,3,0,1,0,1.0,,,,,11.0,4.0,,,95.0,0,0,0.0,5.0,0.18179657794676806084
